N-gram-feat-comb,char N-gram,word N-gram,func N-gram,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
5-0-1 char-word-func,5,0,1,32219,none (tf),MultinomialNB,0.56,0.57,0.6,0.61,0.68,0.68,0.75,0.65,0.7
5-0-1 char-word-func,5,0,1,32219,none (tf),BernoulliNB,0.54,0.57,0.61,0.61,0.62,0.64,0.71,0.64,0.59
5-0-1 char-word-func,5,0,1,32219,none (tf),AdaBoostClassifier,0.67,0.67,0.73,0.63,0.69,0.67,0.76,0.61,0.74
6-0-1 char-word-func,6,0,1,37398,tfidf,LogisticRegression,0.55,0.5,0.6,0.0,0.57,0.5,0.74,0.0,0.73
6-0-1 char-word-func,6,0,1,37398,tfidf,LinearSVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
6-0-1 char-word-func,6,0,1,37398,tfidf,SVC,0.55,0.5,0.63,0.0,0.57,0.5,0.0,0.0,0.73
6-0-1 char-word-func,6,0,1,37398,tfidf,DecisionTreeClassifier,0.57,0.56,0.56,0.53,0.66,0.66,0.66,0.61,0.7
6-0-1 char-word-func,6,0,1,37398,tfidf,RandomForestClassifier,0.58,0.53,0.71,0.12,0.61,0.55,0.72,0.18,0.75
6-0-1 char-word-func,6,0,1,37398,tfidf,MultinomialNB,0.56,0.53,0.58,0.31,0.61,0.54,0.75,0.15,0.74
6-0-1 char-word-func,6,0,1,37398,tfidf,BernoulliNB,0.53,0.55,0.59,0.61,0.61,0.64,0.7,0.64,0.58
6-0-1 char-word-func,6,0,1,37398,tfidf,AdaBoostClassifier,0.66,0.66,0.73,0.62,0.69,0.68,0.74,0.63,0.74
6-0-1 char-word-func,6,0,1,37398,norm,LogisticRegression,0.63,0.62,0.66,0.52,0.72,0.68,0.8,0.54,0.8
6-0-1 char-word-func,6,0,1,37398,norm,LinearSVC,0.65,0.65,0.69,0.61,0.76,0.73,0.0,0.66,0.81
6-0-1 char-word-func,6,0,1,37398,norm,SVC,0.63,0.62,0.68,0.54,0.71,0.67,0.0,0.54,0.78
6-0-1 char-word-func,6,0,1,37398,norm,DecisionTreeClassifier,0.6,0.6,0.6,0.56,0.6,0.58,0.58,0.51,0.66
6-0-1 char-word-func,6,0,1,37398,norm,RandomForestClassifier,0.57,0.53,0.7,0.1,0.59,0.52,0.74,0.07,0.74
6-0-1 char-word-func,6,0,1,37398,norm,MultinomialNB,0.53,0.55,0.6,0.6,0.72,0.7,0.78,0.65,0.76
6-0-1 char-word-func,6,0,1,37398,norm,BernoulliNB,0.53,0.55,0.59,0.61,0.61,0.64,0.7,0.64,0.58
6-0-1 char-word-func,6,0,1,37398,norm,AdaBoostClassifier,0.64,0.64,0.7,0.61,0.74,0.73,0.78,0.67,0.79
6-0-1 char-word-func,6,0,1,37398,relat,LogisticRegression,0.52,0.48,0.55,0.03,0.57,0.5,0.75,0.0,0.73
6-0-1 char-word-func,6,0,1,37398,relat,LinearSVC,0.52,0.49,0.55,0.31,0.59,0.52,0.0,0.09,0.74
6-0-1 char-word-func,6,0,1,37398,relat,SVC,0.54,0.5,0.53,0.0,0.57,0.5,0.0,0.0,0.73
6-0-1 char-word-func,6,0,1,37398,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.6,0.58,0.58,0.51,0.66
6-0-1 char-word-func,6,0,1,37398,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.59,0.52,0.74,0.07,0.74
6-0-1 char-word-func,6,0,1,37398,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.69,0.68,0.76,0.64,0.73
6-0-1 char-word-func,6,0,1,37398,relat,BernoulliNB,0.53,0.55,0.59,0.61,0.61,0.64,0.7,0.64,0.58
6-0-1 char-word-func,6,0,1,37398,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.74,0.73,0.78,0.67,0.79
6-0-1 char-word-func,6,0,1,37398,none (tf),LogisticRegression,0.63,0.63,0.67,0.59,0.71,0.68,0.74,0.6,0.77
6-0-1 char-word-func,6,0,1,37398,none (tf),LinearSVC,0.63,0.63,0.69,0.6,0.69,0.67,0.0,0.61,0.74
6-0-1 char-word-func,6,0,1,37398,none (tf),SVC,0.63,0.63,0.67,0.6,0.68,0.66,0.0,0.59,0.73
6-0-1 char-word-func,6,0,1,37398,none (tf),DecisionTreeClassifier,0.6,0.6,0.6,0.56,0.6,0.58,0.58,0.51,0.66
6-0-1 char-word-func,6,0,1,37398,none (tf),RandomForestClassifier,0.57,0.53,0.7,0.1,0.59,0.52,0.74,0.07,0.74
6-0-1 char-word-func,6,0,1,37398,none (tf),MultinomialNB,0.53,0.55,0.59,0.59,0.69,0.69,0.75,0.65,0.72
6-0-1 char-word-func,6,0,1,37398,none (tf),BernoulliNB,0.53,0.55,0.59,0.61,0.61,0.64,0.7,0.64,0.58
6-0-1 char-word-func,6,0,1,37398,none (tf),AdaBoostClassifier,0.64,0.64,0.7,0.61,0.74,0.73,0.78,0.67,0.79
1-1-0 char-word-func,1,1,0,4121,tfidf,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.83,0.0,0.73
1-1-0 char-word-func,1,1,0,4121,tfidf,LinearSVC,0.55,0.5,0.75,0.0,0.57,0.5,0.0,0.0,0.73
1-1-0 char-word-func,1,1,0,4121,tfidf,SVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-1-0 char-word-func,1,1,0,4121,tfidf,DecisionTreeClassifier,0.74,0.74,0.74,0.71,0.81,0.8,0.8,0.76,0.83
1-1-0 char-word-func,1,1,0,4121,tfidf,RandomForestClassifier,0.57,0.53,0.79,0.12,0.63,0.57,0.88,0.25,0.76
1-1-0 char-word-func,1,1,0,4121,tfidf,MultinomialNB,0.55,0.5,0.78,0.0,0.57,0.5,0.89,0.0,0.73
1-1-0 char-word-func,1,1,0,4121,tfidf,BernoulliNB,0.59,0.61,0.71,0.65,0.71,0.73,0.84,0.72,0.69
1-1-0 char-word-func,1,1,0,4121,tfidf,AdaBoostClassifier,0.76,0.76,0.83,0.75,0.84,0.83,0.94,0.8,0.86
1-1-0 char-word-func,1,1,0,4121,norm,LogisticRegression,0.64,0.61,0.77,0.39,0.72,0.67,0.87,0.52,0.8
1-1-0 char-word-func,1,1,0,4121,norm,LinearSVC,0.72,0.72,0.81,0.68,0.82,0.8,0.0,0.75,0.86
1-1-0 char-word-func,1,1,0,4121,norm,SVC,0.57,0.53,0.76,0.17,0.69,0.63,0.0,0.42,0.79
1-1-0 char-word-func,1,1,0,4121,norm,DecisionTreeClassifier,0.74,0.75,0.75,0.73,0.82,0.81,0.81,0.78,0.85
1-1-0 char-word-func,1,1,0,4121,norm,RandomForestClassifier,0.57,0.52,0.75,0.1,0.63,0.57,0.83,0.24,0.76
1-1-0 char-word-func,1,1,0,4121,norm,MultinomialNB,0.54,0.56,0.64,0.61,0.74,0.73,0.84,0.7,0.77
1-1-0 char-word-func,1,1,0,4121,norm,BernoulliNB,0.59,0.61,0.71,0.65,0.71,0.73,0.84,0.72,0.69
1-1-0 char-word-func,1,1,0,4121,norm,AdaBoostClassifier,0.76,0.76,0.85,0.75,0.86,0.85,0.94,0.83,0.88
1-1-0 char-word-func,1,1,0,4121,relat,LogisticRegression,0.55,0.5,0.56,0.0,0.57,0.5,0.75,0.0,0.73
1-1-0 char-word-func,1,1,0,4121,relat,LinearSVC,0.52,0.48,0.56,0.13,0.58,0.5,0.0,0.02,0.73
1-1-0 char-word-func,1,1,0,4121,relat,SVC,0.55,0.5,0.53,0.0,0.57,0.5,0.0,0.0,0.73
1-1-0 char-word-func,1,1,0,4121,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.82,0.81,0.81,0.78,0.85
1-1-0 char-word-func,1,1,0,4121,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.63,0.57,0.83,0.24,0.76
1-1-0 char-word-func,1,1,0,4121,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.68,0.65,0.75,0.52,0.76
1-1-0 char-word-func,1,1,0,4121,relat,BernoulliNB,0.59,0.61,0.71,0.65,0.71,0.73,0.84,0.72,0.69
1-1-0 char-word-func,1,1,0,4121,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.86,0.85,0.94,0.83,0.88
1-1-0 char-word-func,1,1,0,4121,none (tf),LogisticRegression,0.73,0.73,0.83,0.72,0.82,0.8,0.91,0.77,0.85
1-1-0 char-word-func,1,1,0,4121,none (tf),LinearSVC,0.74,0.75,0.82,0.73,0.8,0.81,0.0,0.78,0.85
1-1-0 char-word-func,1,1,0,4121,none (tf),SVC,0.74,0.74,0.82,0.72,0.82,0.82,0.0,0.79,0.85
1-1-0 char-word-func,1,1,0,4121,none (tf),DecisionTreeClassifier,0.75,0.75,0.75,0.73,0.82,0.81,0.81,0.78,0.85
1-1-0 char-word-func,1,1,0,4121,none (tf),RandomForestClassifier,0.57,0.52,0.75,0.1,0.63,0.57,0.83,0.24,0.76
1-1-0 char-word-func,1,1,0,4121,none (tf),MultinomialNB,0.61,0.63,0.73,0.67,0.76,0.77,0.85,0.74,0.77
1-1-0 char-word-func,1,1,0,4121,none (tf),BernoulliNB,0.59,0.61,0.71,0.65,0.71,0.73,0.84,0.72,0.69
1-1-0 char-word-func,1,1,0,4121,none (tf),AdaBoostClassifier,0.76,0.76,0.85,0.75,0.86,0.85,0.94,0.83,0.88
1-2-0 char-word-func,1,2,0,6791,tfidf,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.83,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,tfidf,LinearSVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,tfidf,SVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,tfidf,DecisionTreeClassifier,0.75,0.75,0.75,0.73,0.82,0.81,0.81,0.78,0.85
1-2-0 char-word-func,1,2,0,6791,tfidf,RandomForestClassifier,0.57,0.52,0.77,0.09,0.6,0.53,0.76,0.12,0.74
1-2-0 char-word-func,1,2,0,6791,tfidf,MultinomialNB,0.55,0.5,0.81,0.0,0.57,0.5,0.9,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,tfidf,BernoulliNB,0.55,0.57,0.65,0.61,0.67,0.69,0.82,0.67,0.67
1-2-0 char-word-func,1,2,0,6791,tfidf,AdaBoostClassifier,0.77,0.77,0.83,0.76,0.82,0.82,0.92,0.79,0.85
1-2-0 char-word-func,1,2,0,6791,norm,LogisticRegression,0.6,0.56,0.75,0.29,0.75,0.71,0.89,0.6,0.82
1-2-0 char-word-func,1,2,0,6791,norm,LinearSVC,0.73,0.72,0.79,0.68,0.83,0.81,0.0,0.77,0.87
1-2-0 char-word-func,1,2,0,6791,norm,SVC,0.57,0.53,0.76,0.18,0.69,0.63,0.0,0.42,0.79
1-2-0 char-word-func,1,2,0,6791,norm,DecisionTreeClassifier,0.75,0.75,0.75,0.73,0.82,0.81,0.81,0.78,0.85
1-2-0 char-word-func,1,2,0,6791,norm,RandomForestClassifier,0.55,0.5,0.73,0.03,0.58,0.51,0.77,0.04,0.73
1-2-0 char-word-func,1,2,0,6791,norm,MultinomialNB,0.54,0.56,0.59,0.6,0.76,0.76,0.81,0.72,0.79
1-2-0 char-word-func,1,2,0,6791,norm,BernoulliNB,0.55,0.57,0.65,0.61,0.67,0.69,0.82,0.67,0.67
1-2-0 char-word-func,1,2,0,6791,norm,AdaBoostClassifier,0.78,0.78,0.86,0.77,0.81,0.8,0.92,0.76,0.84
1-2-0 char-word-func,1,2,0,6791,relat,LogisticRegression,0.55,0.5,0.5,0.0,0.57,0.5,0.72,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,relat,LinearSVC,0.53,0.5,0.5,0.19,0.57,0.5,0.0,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,relat,SVC,0.55,0.5,0.51,0.0,0.57,0.5,0.0,0.0,0.73
1-2-0 char-word-func,1,2,0,6791,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.82,0.81,0.81,0.79,0.85
1-2-0 char-word-func,1,2,0,6791,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.77,0.04,0.73
1-2-0 char-word-func,1,2,0,6791,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.66,0.62,0.71,0.5,0.74
1-2-0 char-word-func,1,2,0,6791,relat,BernoulliNB,0.55,0.57,0.65,0.61,0.67,0.69,0.82,0.67,0.67
1-2-0 char-word-func,1,2,0,6791,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.81,0.8,0.92,0.76,0.84
1-2-0 char-word-func,1,2,0,6791,none (tf),LogisticRegression,0.75,0.75,0.84,0.73,0.81,0.8,0.91,0.77,0.84
1-2-0 char-word-func,1,2,0,6791,none (tf),LinearSVC,0.73,0.73,0.83,0.71,0.77,0.78,0.0,0.76,0.86
1-2-0 char-word-func,1,2,0,6791,none (tf),SVC,0.74,0.74,0.83,0.72,0.83,0.82,0.0,0.79,0.86
1-2-0 char-word-func,1,2,0,6791,none (tf),DecisionTreeClassifier,0.75,0.75,0.75,0.73,0.82,0.81,0.81,0.78,0.85
1-2-0 char-word-func,1,2,0,6791,none (tf),RandomForestClassifier,0.55,0.5,0.73,0.03,0.58,0.51,0.77,0.04,0.73
1-2-0 char-word-func,1,2,0,6791,none (tf),MultinomialNB,0.62,0.64,0.74,0.67,0.78,0.78,0.88,0.76,0.79
1-2-0 char-word-func,1,2,0,6791,none (tf),BernoulliNB,0.55,0.57,0.65,0.61,0.67,0.69,0.82,0.67,0.67
1-2-0 char-word-func,1,2,0,6791,none (tf),AdaBoostClassifier,0.78,0.78,0.86,0.76,0.81,0.8,0.92,0.76,0.84
1-3-0 char-word-func,1,3,0,2961,tfidf,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.82,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,tfidf,LinearSVC,0.55,0.5,0.75,0.0,0.57,0.5,0.0,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,tfidf,SVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,tfidf,DecisionTreeClassifier,0.74,0.74,0.74,0.71,0.77,0.77,0.77,0.73,0.8
1-3-0 char-word-func,1,3,0,2961,tfidf,RandomForestClassifier,0.58,0.54,0.81,0.15,0.61,0.54,0.83,0.15,0.74
1-3-0 char-word-func,1,3,0,2961,tfidf,MultinomialNB,0.55,0.5,0.82,0.0,0.57,0.5,0.9,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,tfidf,BernoulliNB,0.61,0.62,0.71,0.65,0.76,0.76,0.83,0.74,0.77
1-3-0 char-word-func,1,3,0,2961,tfidf,AdaBoostClassifier,0.75,0.75,0.83,0.73,0.81,0.79,0.9,0.76,0.84
1-3-0 char-word-func,1,3,0,2961,norm,LogisticRegression,0.61,0.56,0.8,0.24,0.71,0.66,0.87,0.48,0.79
1-3-0 char-word-func,1,3,0,2961,norm,LinearSVC,0.74,0.73,0.81,0.65,0.82,0.79,0.0,0.75,0.86
1-3-0 char-word-func,1,3,0,2961,norm,SVC,0.55,0.5,0.8,0.03,0.6,0.53,0.0,0.1,0.74
1-3-0 char-word-func,1,3,0,2961,norm,DecisionTreeClassifier,0.74,0.74,0.74,0.73,0.79,0.79,0.79,0.77,0.82
1-3-0 char-word-func,1,3,0,2961,norm,RandomForestClassifier,0.59,0.54,0.76,0.15,0.61,0.54,0.82,0.15,0.74
1-3-0 char-word-func,1,3,0,2961,norm,MultinomialNB,0.61,0.62,0.66,0.64,0.77,0.77,0.83,0.74,0.8
1-3-0 char-word-func,1,3,0,2961,norm,BernoulliNB,0.61,0.62,0.71,0.65,0.76,0.76,0.83,0.74,0.77
1-3-0 char-word-func,1,3,0,2961,norm,AdaBoostClassifier,0.76,0.76,0.85,0.75,0.79,0.78,0.89,0.74,0.83
1-3-0 char-word-func,1,3,0,2961,relat,LogisticRegression,0.55,0.5,0.49,0.0,0.57,0.5,0.71,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,relat,LinearSVC,0.52,0.48,0.49,0.06,0.57,0.5,0.0,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,relat,SVC,0.55,0.5,0.51,0.0,0.57,0.5,0.0,0.0,0.73
1-3-0 char-word-func,1,3,0,2961,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.79,0.79,0.79,0.77,0.82
1-3-0 char-word-func,1,3,0,2961,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.61,0.54,0.82,0.15,0.74
1-3-0 char-word-func,1,3,0,2961,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.62,0.57,0.71,0.35,0.73
1-3-0 char-word-func,1,3,0,2961,relat,BernoulliNB,0.61,0.62,0.71,0.65,0.76,0.76,0.83,0.74,0.77
1-3-0 char-word-func,1,3,0,2961,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.79,0.78,0.89,0.74,0.83
1-3-0 char-word-func,1,3,0,2961,none (tf),LogisticRegression,0.74,0.74,0.83,0.72,0.8,0.79,0.89,0.75,0.84
1-3-0 char-word-func,1,3,0,2961,none (tf),LinearSVC,0.71,0.72,0.82,0.73,0.78,0.78,0.0,0.75,0.84
1-3-0 char-word-func,1,3,0,2961,none (tf),SVC,0.74,0.74,0.82,0.72,0.79,0.78,0.0,0.74,0.82
1-3-0 char-word-func,1,3,0,2961,none (tf),DecisionTreeClassifier,0.74,0.74,0.74,0.73,0.79,0.79,0.79,0.77,0.82
1-3-0 char-word-func,1,3,0,2961,none (tf),RandomForestClassifier,0.59,0.54,0.76,0.15,0.61,0.54,0.82,0.15,0.74
1-3-0 char-word-func,1,3,0,2961,none (tf),MultinomialNB,0.67,0.68,0.78,0.71,0.81,0.81,0.89,0.78,0.82
1-3-0 char-word-func,1,3,0,2961,none (tf),BernoulliNB,0.61,0.62,0.71,0.65,0.76,0.76,0.83,0.74,0.77
1-3-0 char-word-func,1,3,0,2961,none (tf),AdaBoostClassifier,0.76,0.75,0.84,0.74,0.79,0.78,0.89,0.74,0.83
1-4-0 char-word-func,1,4,0,948,tfidf,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.82,0.0,0.73
1-4-0 char-word-func,1,4,0,948,tfidf,LinearSVC,0.55,0.5,0.75,0.0,0.57,0.5,0.0,0.0,0.73
1-4-0 char-word-func,1,4,0,948,tfidf,SVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-4-0 char-word-func,1,4,0,948,tfidf,DecisionTreeClassifier,0.71,0.71,0.71,0.69,0.79,0.78,0.78,0.74,0.83
1-4-0 char-word-func,1,4,0,948,tfidf,RandomForestClassifier,0.65,0.62,0.82,0.38,0.73,0.68,0.87,0.53,0.81
1-4-0 char-word-func,1,4,0,948,tfidf,MultinomialNB,0.55,0.51,0.8,0.02,0.59,0.52,0.9,0.07,0.74
1-4-0 char-word-func,1,4,0,948,tfidf,BernoulliNB,0.64,0.66,0.78,0.69,0.71,0.73,0.83,0.71,0.71
1-4-0 char-word-func,1,4,0,948,tfidf,AdaBoostClassifier,0.7,0.7,0.78,0.68,0.81,0.79,0.91,0.75,0.84
1-4-0 char-word-func,1,4,0,948,norm,LogisticRegression,0.6,0.55,0.78,0.19,0.7,0.65,0.83,0.48,0.79
1-4-0 char-word-func,1,4,0,948,norm,LinearSVC,0.74,0.71,0.81,0.59,0.78,0.75,0.0,0.67,0.84
1-4-0 char-word-func,1,4,0,948,norm,SVC,0.55,0.5,0.8,0.01,0.58,0.5,0.0,0.02,0.73
1-4-0 char-word-func,1,4,0,948,norm,DecisionTreeClassifier,0.72,0.72,0.72,0.7,0.79,0.78,0.78,0.75,0.82
1-4-0 char-word-func,1,4,0,948,norm,RandomForestClassifier,0.65,0.61,0.76,0.36,0.73,0.68,0.83,0.53,0.81
1-4-0 char-word-func,1,4,0,948,norm,MultinomialNB,0.66,0.67,0.72,0.66,0.78,0.77,0.83,0.72,0.82
1-4-0 char-word-func,1,4,0,948,norm,BernoulliNB,0.64,0.66,0.78,0.69,0.71,0.73,0.83,0.71,0.71
1-4-0 char-word-func,1,4,0,948,norm,AdaBoostClassifier,0.73,0.73,0.81,0.73,0.81,0.8,0.9,0.76,0.84
1-4-0 char-word-func,1,4,0,948,relat,LogisticRegression,0.55,0.5,0.53,0.0,0.57,0.5,0.71,0.0,0.73
1-4-0 char-word-func,1,4,0,948,relat,LinearSVC,0.55,0.5,0.53,0.01,0.57,0.5,0.0,0.0,0.73
1-4-0 char-word-func,1,4,0,948,relat,SVC,0.55,0.5,0.52,0.0,0.57,0.5,0.0,0.0,0.73
1-4-0 char-word-func,1,4,0,948,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.79,0.78,0.78,0.75,0.82
1-4-0 char-word-func,1,4,0,948,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.73,0.68,0.83,0.53,0.81
1-4-0 char-word-func,1,4,0,948,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.58,0.52,0.71,0.11,0.73
1-4-0 char-word-func,1,4,0,948,relat,BernoulliNB,0.64,0.66,0.78,0.69,0.71,0.73,0.83,0.71,0.71
1-4-0 char-word-func,1,4,0,948,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.81,0.8,0.9,0.76,0.84
1-4-0 char-word-func,1,4,0,948,none (tf),LogisticRegression,0.75,0.75,0.83,0.73,0.77,0.76,0.89,0.71,0.82
1-4-0 char-word-func,1,4,0,948,none (tf),LinearSVC,0.71,0.72,0.8,0.72,0.78,0.79,0.0,0.77,0.83
1-4-0 char-word-func,1,4,0,948,none (tf),SVC,0.74,0.74,0.82,0.72,0.78,0.77,0.0,0.73,0.82
1-4-0 char-word-func,1,4,0,948,none (tf),DecisionTreeClassifier,0.72,0.72,0.72,0.7,0.79,0.78,0.78,0.75,0.82
1-4-0 char-word-func,1,4,0,948,none (tf),RandomForestClassifier,0.65,0.61,0.76,0.36,0.73,0.68,0.83,0.53,0.81
1-4-0 char-word-func,1,4,0,948,none (tf),MultinomialNB,0.67,0.69,0.8,0.71,0.78,0.79,0.88,0.77,0.79
1-4-0 char-word-func,1,4,0,948,none (tf),BernoulliNB,0.64,0.66,0.78,0.69,0.71,0.73,0.83,0.71,0.71
1-4-0 char-word-func,1,4,0,948,none (tf),AdaBoostClassifier,0.73,0.73,0.81,0.72,0.81,0.8,0.9,0.76,0.84
1-5-0 char-word-func,1,5,0,349,tfidf,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.82,0.0,0.73
1-5-0 char-word-func,1,5,0,349,tfidf,LinearSVC,0.55,0.5,0.75,0.0,0.57,0.5,0.0,0.0,0.73
1-5-0 char-word-func,1,5,0,349,tfidf,SVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-5-0 char-word-func,1,5,0,349,tfidf,DecisionTreeClassifier,0.69,0.69,0.69,0.68,0.8,0.78,0.78,0.75,0.83
1-5-0 char-word-func,1,5,0,349,tfidf,RandomForestClassifier,0.67,0.63,0.81,0.41,0.74,0.7,0.85,0.57,0.81
1-5-0 char-word-func,1,5,0,349,tfidf,MultinomialNB,0.57,0.52,0.79,0.08,0.64,0.58,0.89,0.28,0.76
1-5-0 char-word-func,1,5,0,349,tfidf,BernoulliNB,0.65,0.67,0.81,0.71,0.66,0.69,0.82,0.69,0.63
1-5-0 char-word-func,1,5,0,349,tfidf,AdaBoostClassifier,0.7,0.7,0.78,0.68,0.78,0.77,0.86,0.74,0.81
1-5-0 char-word-func,1,5,0,349,norm,LogisticRegression,0.6,0.55,0.76,0.19,0.71,0.66,0.81,0.5,0.8
1-5-0 char-word-func,1,5,0,349,norm,LinearSVC,0.7,0.67,0.82,0.47,0.75,0.71,0.0,0.6,0.82
1-5-0 char-word-func,1,5,0,349,norm,SVC,0.55,0.5,0.78,0.01,0.58,0.5,0.0,0.02,0.73
1-5-0 char-word-func,1,5,0,349,norm,DecisionTreeClassifier,0.72,0.72,0.72,0.71,0.76,0.75,0.75,0.71,0.79
1-5-0 char-word-func,1,5,0,349,norm,RandomForestClassifier,0.66,0.63,0.78,0.37,0.72,0.67,0.84,0.52,0.8
1-5-0 char-word-func,1,5,0,349,norm,MultinomialNB,0.7,0.7,0.77,0.67,0.74,0.71,0.81,0.64,0.79
1-5-0 char-word-func,1,5,0,349,norm,BernoulliNB,0.65,0.67,0.81,0.71,0.66,0.69,0.82,0.69,0.63
1-5-0 char-word-func,1,5,0,349,norm,AdaBoostClassifier,0.73,0.73,0.82,0.72,0.81,0.79,0.9,0.75,0.84
1-5-0 char-word-func,1,5,0,349,relat,LogisticRegression,0.55,0.5,0.65,0.0,0.57,0.5,0.71,0.0,0.73
1-5-0 char-word-func,1,5,0,349,relat,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
1-5-0 char-word-func,1,5,0,349,relat,SVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
1-5-0 char-word-func,1,5,0,349,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.76,0.75,0.75,0.71,0.79
1-5-0 char-word-func,1,5,0,349,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.72,0.67,0.84,0.52,0.8
1-5-0 char-word-func,1,5,0,349,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.72,0.05,0.73
1-5-0 char-word-func,1,5,0,349,relat,BernoulliNB,0.65,0.67,0.81,0.71,0.66,0.69,0.82,0.69,0.63
1-5-0 char-word-func,1,5,0,349,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.81,0.79,0.9,0.75,0.84
1-5-0 char-word-func,1,5,0,349,none (tf),LogisticRegression,0.74,0.74,0.83,0.72,0.78,0.76,0.89,0.72,0.82
1-5-0 char-word-func,1,5,0,349,none (tf),LinearSVC,0.7,0.71,0.81,0.69,0.76,0.72,0.0,0.63,0.81
1-5-0 char-word-func,1,5,0,349,none (tf),SVC,0.73,0.73,0.81,0.71,0.78,0.77,0.0,0.73,0.81
1-5-0 char-word-func,1,5,0,349,none (tf),DecisionTreeClassifier,0.72,0.72,0.72,0.71,0.76,0.75,0.75,0.71,0.79
1-5-0 char-word-func,1,5,0,349,none (tf),RandomForestClassifier,0.66,0.63,0.78,0.37,0.72,0.67,0.84,0.52,0.8
1-5-0 char-word-func,1,5,0,349,none (tf),MultinomialNB,0.67,0.69,0.79,0.71,0.77,0.78,0.87,0.76,0.77
1-5-0 char-word-func,1,5,0,349,none (tf),BernoulliNB,0.65,0.67,0.81,0.71,0.66,0.69,0.82,0.69,0.63
1-5-0 char-word-func,1,5,0,349,none (tf),AdaBoostClassifier,0.73,0.73,0.81,0.71,0.81,0.79,0.9,0.75,0.84
1-6-0 char-word-func,1,6,0,186,tfidf,LogisticRegression,0.55,0.5,0.75,0.0,0.57,0.5,0.82,0.0,0.73
1-6-0 char-word-func,1,6,0,186,tfidf,LinearSVC,0.55,0.5,0.75,0.0,0.57,0.5,0.0,0.0,0.73
1-6-0 char-word-func,1,6,0,186,tfidf,SVC,0.55,0.5,0.76,0.0,0.57,0.5,0.0,0.0,0.73
1-6-0 char-word-func,1,6,0,186,tfidf,DecisionTreeClassifier,0.68,0.68,0.68,0.66,0.8,0.78,0.78,0.74,0.83
